YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,2,5,UA,1073,N24706,DCA,ORD,0745,0740,-5,9,0749,131,110,612,0839,15,0856,0854,-2,0,0,X,0,0,0,0,0
2015,1,1,4,UA,736,N522UA,SFO,EWR,0700,0659,-1,21,0720,326,286,2565,1506,8,1526,1514,-12,0,0,X,0,0,0,0,0
2015,1,2,5,WN,1589,N8323C,PIT,MDW,0700,0659,-1,9,0708,115,75,402,0723,5,0755,0728,-27,0,0,X,0,0,0,0,0
2015,1,1,4,US,1727,N196UW,LAS,PHL,1445,1445,0,13,1458,270,240,2176,2158,5,2215,2203,-12,0,0,X,0,0,0,0,0
2015,1,2,5,OO,6512,N967SW,FAT,LAX,0535,0524,-11,25,0549,75,38,209,0627,12,0650,0639,-11,0,0,X,0,0,0,0,0
2015,1,2,5,OO,2642,N423SW,CHO,ORD,0615,0612,-3,23,0635,125,108,567,0723,12,0720,0735,15,0,0,X,15,0,0,0,0
2015,1,1,4,EV,4729,N12996,BTV,ORD,1412,1410,-2,14,1424,159,134,763,1538,11,1551,1549,-2,0,0,X,0,0,0,0,0
2015,1,1,4,MQ,2873,N941MQ,ORD,CMI,2035,2118,43,14,2132,48,25,135,2157,4,2123,2201,38,0,0,X,0,0,0,38,0
2015,1,2,5,OO,6561,N885AS,YUM,PHX,0945,0945,0,15,1000,50,33,160,1033,8,1035,1041,6,0,0,X,0,0,0,0,0
2015,1,1,4,AA,355,N3LGAA,LGA,ORD,1800,1752,-8,12,1804,170,142,733,1926,16,1950,1942,-8,0,0,X,0,0,0,0,0
2015,1,1,4,MQ,2785,N522MQ,DSM,ORD,1935,1943,8,9,1952,80,51,299,2043,37,2055,2120,25,0,0,X,17,0,0,8,0
2015,1,1,4,HA,335,N475HA,OGG,HNL,1503,1506,3,9,1515,37,24,100,1539,5,1540,1544,4,0,0,X,0,0,0,0,0
2015,1,2,5,AA,1667,N567AA,MSY,DFW,1030,1027,-3,22,1049,100,72,447,1201,14,1210,1215,5,0,0,X,0,0,0,0,0
2015,1,2,5,WN,4554,N962WN,IND,TPA,0600,0555,-5,14,0609,145,120,837,0809,5,0825,0814,-11,0,0,X,0,0,0,0,0
2015,1,1,4,EV,4228,N11184,BTR,IAH,1708,1705,-3,8,1713,72,54,253,1807,15,1820,1822,2,0,0,X,0,0,0,0,0
2015,1,2,5,B6,795,N827JB,JFK,AUS,0840,0836,-4,23,0859,269,241,1521,1200,5,1209,1205,-4,0,0,X,0,0,0,0,0
2015,1,1,4,UA,293,N475UA,LAX,IAH,1438,1443,5,16,1459,193,167,1379,1946,5,1951,1951,0,0,0,X,0,0,0,0,0
2015,1,1,4,WN,680,N8322X,MHT,MDW,0920,0917,-3,11,0928,175,144,838,1052,5,1115,1057,-18,0,0,X,0,0,0,0,0
2015,1,1,4,US,604,N564UW,RSW,CLT,0815,0812,-3,12,0824,115,85,600,0949,21,1010,1010,0,0,0,X,0,0,0,0,0
2015,1,1,4,UA,1421,N76528,LGA,IAH,1347,1349,2,11,1400,252,239,1416,1659,17,1659,1716,17,0,0,X,17,0,0,0,0
2015,1,1,4,B6,745,N603JB,JFK,PSE,2359,0023,24,13,0036,227,185,1617,0441,4,0446,0445,-1,0,0,X,0,0,0,0,0
2015,1,2,5,MQ,2983,N537MQ,DFW,AMA,0920,0916,-4,22,0938,68,47,312,1025,4,1028,1029,1,0,0,X,0,0,0,0,0
2015,1,1,4,UA,214,N411UA,IAH,LAS,1128,1127,-1,14,1141,207,170,1222,1231,5,1255,1236,-19,0,0,X,0,0,0,0,0
2015,1,2,5,WN,4701,N214WN,HOU,LGA,0845,0841,-4,8,0849,190,155,1428,1224,10,1255,1234,-21,0,0,X,0,0,0,0,0
2015,1,1,4,OO,5439,N292SW,SFO,CEC,0835,0825,-10,24,0849,94,77,304,1006,6,1009,1012,3,0,0,X,0,0,0,0,0
2015,1,2,5,OO,5162,N753SK,PIT,IAH,0600,0610,10,13,0623,195,187,1117,0830,15,0815,0845,30,0,0,X,20,0,10,0,0
2015,1,2,5,AS,615,N556AS,LAS,SEA,0700,0705,5,18,0723,154,134,867,0937,4,0934,0941,7,0,0,X,0,0,0,0,0
2015,1,2,5,AA,1350,N5FLAA,STT,MIA,0900,0850,-10,13,0903,179,152,1107,1035,7,1059,1042,-17,0,0,X,0,0,0,0,0
2015,1,2,5,US,700,N523UW,SEA,PHL,0635,0630,-5,18,0648,301,267,2378,1415,3,1436,1418,-18,0,0,X,0,0,0,0,0
2015,1,1,4,DL,323,N654DL,ATL,SJU,0820,0818,-2,24,0842,208,171,1547,1233,4,1248,1237,-11,0,0,X,0,0,0,0,0
2015,1,2,5,DL,2026,N957DN,ATL,FLL,1000,0958,-2,28,1026,120,82,581,1148,4,1200,1152,-8,0,0,X,0,0,0,0,0
2015,1,1,4,NK,360,N531NK,LAS,PDX,1535,1534,-1,10,1544,139,116,763,1740,6,1754,1746,-8,0,0,X,0,0,0,0,0
2015,1,2,5,UA,376,N803UA,IAH,BOS,1018,1019,1,16,1035,218,175,1597,1430,4,1456,1434,-22,0,0,X,0,0,0,0,0
2015,1,1,4,UA,1067,N54241,SFO,LAX,0955,0950,-5,21,1011,94,59,337,1110,12,1129,1122,-7,0,0,X,0,0,0,0,0
2015,1,1,4,OO,4681,N783CA,EUG,SLC,0614,0607,-7,18,0625,115,90,618,0855,4,0909,0859,-10,0,0,X,0,0,0,0,0
2015,1,1,4,VX,1351,N851VA,BOS,SFO,1100,1117,17,11,1128,410,371,2704,1439,6,1450,1445,-5,0,0,X,0,0,0,0,0
2015,1,2,5,OO,6404,N915SW,SFO,EUG,0805,0804,-1,15,0819,95,80,451,0939,5,0940,0944,4,0,0,X,0,0,0,0,0
2015,1,1,4,MQ,3200,N8EGMQ,DFW,LBB,0805,0836,31,54,0930,63,44,282,1014,6,0908,1020,72,0,0,X,41,0,31,0,0
2015,1,1,4,MQ,2758,N939MQ,ROW,DFW,1110,1229,79,NA,NA,85,NA,435,NA,NA,1335,NA,NA,0,1,B,0,0,0,0,0
2015,1,2,5,HA,103,N489HA,HNL,LIH,0523,0512,-11,10,0522,37,21,102,0543,6,0600,0549,-11,0,0,X,0,0,0,0,0
2015,1,1,4,UA,1158,N73445,SFO,ORD,0600,0557,-3,21,0618,257,222,1846,1200,13,1217,1213,-4,0,0,X,0,0,0,0,0
2015,1,1,4,OO,5588,N109SY,ATL,ORD,1524,1520,-4,20,1540,128,97,606,1617,5,1632,1622,-10,0,0,X,0,0,0,0,0
2015,1,1,4,EV,4975,N708EV,LGA,CLT,1600,1554,-6,13,1607,142,90,544,1737,5,1822,1742,-40,0,0,X,0,0,0,0,0
2015,1,1,4,OO,5504,N986CA,SFO,MFR,2234,2231,-3,24,2255,74,49,329,2344,5,2348,2349,1,0,0,X,0,0,0,0,0
2015,1,1,4,B6,842,N612JB,SAV,JFK,1055,1054,-1,9,1103,118,92,718,1235,3,1253,1238,-15,0,0,X,0,0,0,0,0
2015,1,1,4,DL,1987,N301NB,MSP,STL,1547,1733,106,9,1742,88,65,448,1847,4,1715,1851,96,0,0,X,0,0,96,0,0
2015,1,1,4,OO,7423,N427SW,INL,BRD,0600,0550,-10,31,0621,58,30,153,0651,4,0658,0655,-3,0,0,X,0,0,0,0,0
2015,1,1,4,EV,6119,N16951,RIC,ORD,0608,0608,0,12,0620,137,123,642,0723,6,0725,0729,4,0,0,X,0,0,0,0,0
2015,1,1,4,OO,5582,N908SW,IND,ORD,1044,1038,-6,11,1049,67,43,177,1032,7,1051,1039,-12,0,0,X,0,0,0,0,0
2015,1,2,5,UA,1273,N17244,TPA,IAH,0915,0909,-6,10,0919,140,122,787,1021,8,1035,1029,-6,0,0,X,0,0,0,0,0
2015,1,1,4,B6,1380,N258JB,FLL,DCA,1309,1303,-6,15,1318,144,124,899,1522,2,1533,1524,-9,0,0,X,0,0,0,0,0
2015,1,1,4,B6,833,N821JB,BOS,SFO,2000,1958,-2,12,2010,406,391,2704,2341,11,2346,2352,6,0,0,X,0,0,0,0,0
2015,1,1,4,DL,970,N956AT,TLH,ATL,1540,1540,0,7,1547,70,43,223,1630,5,1650,1635,-15,0,0,X,0,0,0,0,0
2015,1,1,4,WN,1006,N8303R,LAS,CMH,1700,1701,1,9,1710,230,194,1771,2324,7,2350,2331,-19,0,0,X,0,0,0,0,0
2015,1,1,4,B6,741,N375JB,BOS,SRQ,0942,0930,-12,13,0943,214,179,1220,1242,4,1316,1246,-30,0,0,X,0,0,0,0,0
2015,1,1,4,MQ,3611,N902MQ,CAE,DFW,0600,NA,NA,NA,NA,185,NA,922,NA,NA,0805,NA,NA,0,1,B,0,0,0,0,0
2015,1,1,4,US,563,N557UW,ORD,PHX,1710,1716,6,13,1729,231,218,1440,2007,4,2001,2011,10,0,0,X,0,0,0,0,0
2015,1,2,5,WN,434,N261WN,LAX,OAK,0755,0751,-4,6,0757,75,57,337,0854,5,0910,0859,-11,0,0,X,0,0,0,0,0
2015,1,2,5,VX,753,N528VA,SEA,SFO,0950,0947,-3,9,0956,125,96,679,1132,6,1155,1138,-17,0,0,X,0,0,0,0,0
2015,1,1,4,WN,1122,N947WN,LAS,SMF,1715,1720,5,10,1730,90,64,397,1834,5,1845,1839,-6,0,0,X,0,0,0,0,0
2015,1,1,4,WN,332,N793SA,MCI,PDX,1140,1137,-3,9,1146,235,200,1482,1306,3,1335,1309,-26,0,0,X,0,0,0,0,0
2015,1,1,4,WN,743,N374SW,MCO,ATL,1155,1149,-6,11,1200,100,65,404,1305,6,1335,1311,-24,0,0,X,0,0,0,0,0
2015,1,1,4,NK,642,N507NK,TPA,DTW,1450,1454,4,12,1506,155,137,983,1723,9,1725,1732,7,0,0,X,0,0,0,0,0
2015,1,1,4,OO,5260,N978SW,FAT,DEN,1304,1303,-1,13,1316,139,135,844,1631,13,1623,1644,21,0,0,X,21,0,0,0,0
2015,1,2,5,OO,2630,N955SW,MKE,ORD,0630,0628,-2,26,0654,60,18,67,0712,12,0730,0724,-6,0,0,X,0,0,0,0,0
2015,1,1,4,US,1889,N752US,CLT,BDL,1630,1623,-7,16,1639,113,88,644,1807,4,1823,1811,-12,0,0,X,0,0,0,0,0
2015,1,1,4,MQ,3055,N645MQ,GGG,DFW,1750,NA,NA,NA,NA,50,NA,140,NA,NA,1840,NA,NA,0,1,B,0,0,0,0,0
2015,1,1,4,US,451,N104UW,TPA,CLT,1715,1712,-3,11,1723,99,75,507,1838,10,1854,1848,-6,0,0,X,0,0,0,0,0
2015,1,1,4,WN,167,N928WN,DAL,SAT,1800,1811,11,10,1821,60,53,248,1914,4,1900,1918,18,0,0,X,7,0,0,11,0
2015,1,1,4,F9,903,N949FR,TTN,FLL,0830,0849,19,10,0859,196,147,1026,1126,4,1146,1130,-16,0,0,X,0,0,0,0,0
2015,1,1,4,US,1800,N839AW,MSY,MIA,1150,1201,11,9,1210,107,88,675,1438,8,1437,1446,9,0,0,X,0,0,0,0,0
2015,1,2,5,EV,4374,N14953,RIC,EWR,0614,0611,-3,20,0631,74,62,277,0733,13,0728,0746,18,0,0,X,18,0,0,0,0
2015,1,2,5,WN,379,N724SW,DTW,MDW,1050,1045,-5,8,1053,70,47,228,1040,4,1100,1044,-16,0,0,X,0,0,0,0,0
2015,1,1,4,US,2002,N828AW,CLT,BOS,1419,1423,4,19,1442,121,98,728,1620,6,1620,1626,6,0,0,X,0,0,0,0,0
2015,1,2,5,EV,4126,N14573,BOS,CLE,0555,0547,-8,19,0606,135,114,563,0800,5,0810,0805,-5,0,0,X,0,0,0,0,0
2015,1,1,4,AS,895,N596AS,SAN,HNL,1105,1112,7,30,1142,374,348,2614,1530,12,1519,1542,23,0,0,X,16,0,7,0,0
2015,1,2,5,EV,5454,N740EV,DTW,GRR,1014,1007,-7,15,1022,61,27,120,1049,2,1115,1051,-24,0,0,X,0,0,0,0,0
2015,1,1,4,WN,713,N482WN,PDX,PHX,1315,1322,7,8,1330,150,127,1009,1637,8,1645,1645,0,0,0,X,0,0,0,0,0
2015,1,1,4,AS,520,N552AS,SEA,BUR,0750,0744,-6,23,0807,138,119,937,1006,3,1008,1009,1,0,0,X,0,0,0,0,0
2015,1,1,4,UA,1542,N37420,CLE,LAX,1847,1846,-1,8,1854,320,282,2052,2036,9,2107,2045,-22,0,0,X,0,0,0,0,0
2015,1,2,5,AA,1121,N3GBAA,LGA,DFW,0815,0808,-7,14,0822,255,232,1389,1114,10,1130,1124,-6,0,0,X,0,0,0,0,0
2015,1,1,4,MQ,2774,N918MQ,CLL,DFW,1825,2033,128,8,2041,60,33,164,2114,12,1925,2126,121,0,0,X,0,0,0,121,0
2015,1,2,5,US,613,N825AW,ATL,PHL,0835,0829,-6,15,0844,121,92,666,1016,4,1036,1020,-16,0,0,X,0,0,0,0,0
2015,1,1,4,B6,1883,N585JB,JFK,MCO,1429,1437,8,30,1507,179,143,944,1730,15,1728,1745,17,0,0,X,9,0,8,0,0
2015,1,1,4,DL,1576,N327NW,LAX,TPA,2330,2324,-6,14,2338,266,249,2158,0647,1,0656,0648,-8,0,0,X,0,0,0,0,0
2015,1,1,4,WN,193,N613SW,BWI,FLL,1335,1334,-1,8,1342,155,128,925,1550,3,1610,1553,-17,0,0,X,0,0,0,0,0
2015,1,1,4,WN,2345,N8652B,HOU,HRL,1130,1127,-3,7,1134,60,49,277,1223,4,1230,1227,-3,0,0,X,0,0,0,0,0
2015,1,1,4,B6,1604,N505JB,SJU,JFK,2040,2039,-1,33,2112,241,234,1598,0006,8,2341,0014,33,0,0,X,33,0,0,0,0
2015,1,1,4,EV,5787,N13538,TUL,IAH,0755,0748,-7,10,0758,100,81,429,0919,7,0935,0926,-9,0,0,X,0,0,0,0,0
2015,1,1,4,OO,5164,N794SK,IAH,ONT,0915,0919,4,17,0936,210,185,1334,1041,5,1045,1046,1,0,0,X,0,0,0,0,0
2015,1,2,5,EV,4721,N14993,BWI,ORD,1005,1042,37,8,1050,130,114,622,1144,7,1115,1151,36,0,0,X,0,0,8,28,0
2015,1,1,4,MQ,2966,N855MQ,ROW,DFW,0640,NA,NA,NA,NA,85,NA,435,NA,NA,0905,NA,NA,0,1,B,0,0,0,0,0
2015,1,2,5,WN,112,N7711N,MSP,MDW,0530,0535,5,19,0554,95,65,349,0659,5,0705,0704,-1,0,0,X,0,0,0,0,0
2015,1,2,5,MQ,2803,N617MQ,CMH,ORD,0625,0616,-9,7,0623,85,55,296,0618,32,0650,0650,0,0,0,X,0,0,0,0,0
2015,1,1,4,OO,6491,N786SK,TUS,DEN,1423,1502,39,15,1517,117,89,639,1646,14,1620,1700,40,0,0,X,1,0,17,22,0
2015,1,1,4,OO,3461,N223AG,ONT,PDX,0600,0550,-10,15,0605,147,119,838,0804,4,0827,0808,-19,0,0,X,0,0,0,0,0
2015,1,1,4,OO,2583,N492SW,SAN,LAX,0915,0901,-14,8,0909,45,27,109,0936,11,1000,0947,-13,0,0,X,0,0,0,0,0
2015,1,1,4,AA,2433,N3ERAA,LAX,DFW,1435,1433,-2,13,1446,180,152,1235,1918,53,1935,2011,36,0,0,X,36,0,0,0,0
2015,1,1,4,WN,719,N7702A,DEN,MCO,1320,1320,0,13,1333,200,184,1546,1837,10,1840,1847,7,0,0,X,0,0,0,0,0
2015,1,1,4,WN,935,N8633A,MCO,BUF,1410,1444,34,11,1455,155,137,1011,1712,6,1645,1718,33,0,0,X,0,0,33,0,0
2015,1,1,4,UA,1419,N16732,ORD,SEA,1600,1628,28,17,1645,279,230,1721,1835,6,1839,1841,2,0,0,X,0,0,0,0,0
2015,1,1,4,WN,371,N7813P,BWI,ROC,1010,1005,-5,7,1012,75,50,277,1102,2,1125,1104,-21,0,0,X,0,0,0,0,0
2015,1,1,4,B6,207,N348JB,PWM,JFK,1245,1244,-1,9,1253,77,53,273,1346,5,1402,1351,-11,0,0,X,0,0,0,0,0
2015,1,1,4,DL,2232,N817DN,MSP,MCO,0858,0858,0,28,0926,200,156,1310,1302,9,1318,1311,-7,0,0,X,0,0,0,0,0
2015,1,2,5,EV,5698,N833AS,BDL,IAD,0550,0547,-3,8,0555,88,64,326,0659,4,0718,0703,-15,0,0,X,0,0,0,0,0
2015,1,1,4,AA,242,N3DCAA,SFO,ORD,0820,0818,-2,15,0833,250,225,1846,1418,8,1430,1426,-4,0,0,X,0,0,0,0,0
2015,1,1,4,MQ,2795,N628MQ,DFW,HOU,0720,NA,NA,NA,NA,68,NA,247,NA,NA,0828,NA,NA,0,1,B,0,0,0,0,0
2015,1,1,4,OO,6205,N716SK,PSP,DEN,1205,1207,2,14,1221,127,111,776,1512,12,1512,1524,12,0,0,X,0,0,0,0,0
2015,1,1,4,DL,2109,N550NW,SAN,DTW,0705,0703,-2,13,0716,259,214,1956,1350,6,1424,1356,-28,0,0,X,0,0,0,0,0
2015,1,2,5,AA,281,N3AHAA,MIA,DFW,0600,0559,-1,17,0616,194,161,1121,0757,5,0814,0802,-12,0,0,X,0,0,0,0,0
2015,1,1,4,US,1846,N717UW,TPA,DCA,1450,1446,-4,7,1453,127,107,814,1640,4,1657,1644,-13,0,0,X,0,0,0,0,0
2015,1,1,4,DL,1680,N129DL,ATL,SFO,1040,1043,3,17,1100,330,277,2139,1237,8,1310,1245,-25,0,0,X,0,0,0,0,0
2015,1,1,4,WN,2776,N372SW,LAX,SFO,1710,1705,-5,14,1719,75,59,337,1818,6,1825,1824,-1,0,0,X,0,0,0,0,0
2015,1,2,5,AA,1551,N3LTAA,ORD,BOS,0950,0944,-6,11,0955,125,95,867,1230,5,1255,1235,-20,0,0,X,0,0,0,0,0
2015,1,1,4,WN,335,N226WN,LAS,TUS,1410,1417,7,13,1430,75,55,365,1625,3,1625,1628,3,0,0,X,0,0,0,0,0
2015,1,1,4,EV,4999,N859AS,ATL,MOB,1210,1210,0,19,1229,74,53,302,1222,2,1224,1224,0,0,0,X,0,0,0,0,0
2015,1,1,4,NK,380,N588NK,FLL,DTW,2020,2220,120,23,2243,177,151,1127,0114,35,2317,0149,152,0,0,X,152,0,0,0,0
2015,1,2,5,AS,760,N586AS,SAN,MCO,1015,1006,-9,17,1023,274,258,2149,1741,5,1749,1746,-3,0,0,X,0,0,0,0,0
2015,1,2,5,DL,2507,N334NB,SLC,SAT,0945,1021,36,12,1033,162,140,1087,1353,5,1327,1358,31,0,0,X,0,0,0,0,31
2015,1,2,5,AA,1453,N4YBAA,DFW,PDX,0905,0911,6,15,0926,250,223,1616,1109,3,1115,1112,-3,0,0,X,0,0,0,0,0
2015,1,1,4,AA,1600,N571AA,AUS,DFW,1850,1842,-8,18,1900,65,35,190,1935,9,1955,1944,-11,0,0,X,0,0,0,0,0
2015,1,1,4,WN,1341,N407WN,MDW,CMH,1805,1806,1,6,1812,65,43,283,1955,4,2010,1959,-11,0,0,X,0,0,0,0,0
2015,1,2,5,OO,4776,N604SK,SLC,DEN,0630,0634,4,34,0708,99,59,391,0807,8,0809,0815,6,0,0,X,0,0,0,0,0
2015,1,1,4,B6,526,N505JB,TPA,JFK,1120,1113,-7,11,1124,153,129,1005,1333,8,1353,1341,-12,0,0,X,0,0,0,0,0
2015,1,1,4,WN,390,N283WN,MSP,MDW,0700,0656,-4,10,0706,95,58,349,0804,8,0835,0812,-23,0,0,X,0,0,0,0,0
2015,1,1,4,DL,1995,N977DL,ATL,TPA,0840,0901,21,13,0914,85,64,406,1018,3,1005,1021,16,0,0,X,0,0,16,0,0
2015,1,2,5,B6,619,N649JB,BOS,SAN,0700,0657,-3,18,0715,396,371,2588,1026,3,1036,1029,-7,0,0,X,0,0,0,0,0
2015,1,1,4,OO,5493,N824AS,BOI,DEN,1016,1041,25,20,1101,110,97,649,1238,7,1206,1245,39,0,0,X,14,0,0,25,0
2015,1,1,4,WN,206,N246LV,OAK,BUR,1040,1038,-2,13,1051,65,50,325,1141,2,1145,1143,-2,0,0,X,0,0,0,0,0
2015,1,1,4,DL,1293,N962DL,MSY,ATL,1630,1647,17,12,1659,88,56,425,1855,10,1858,1905,7,0,0,X,0,0,0,0,0
2015,1,1,4,WN,809,N787SA,MSP,STL,1930,1957,27,15,2012,90,65,448,2117,6,2100,2123,23,0,0,X,0,0,0,23,0
2015,1,2,5,OO,4465,N608SK,ATL,ASE,1010,1107,57,16,1123,227,192,1304,1235,4,1157,1239,42,0,0,X,0,0,0,0,42
2015,1,2,5,B6,3,N903JB,JFK,SJU,0714,0712,-2,30,0742,233,186,1598,1148,4,1207,1152,-15,0,0,X,0,0,0,0,0
2015,1,1,4,DL,1509,N936DN,DEN,ATL,1555,1550,-5,16,1606,170,135,1199,2021,6,2045,2027,-18,0,0,X,0,0,0,0,0
2015,1,1,4,DL,2628,N987DL,MTJ,ATL,1250,1247,-3,27,1314,191,157,1352,1751,4,1801,1755,-6,0,0,X,0,0,0,0,0
2015,1,2,5,UA,222,N459UA,MCO,IAH,1036,1046,10,22,1108,154,129,854,1217,4,1210,1221,11,0,0,X,0,0,0,0,0
2015,1,1,4,EV,4315,N19554,EWR,SAV,1641,1633,-8,11,1644,138,115,708,1839,6,1859,1845,-14,0,0,X,0,0,0,0,0
2015,1,2,5,US,646,N647AW,PHX,BOS,0959,0956,-3,13,1009,292,242,2300,1611,5,1651,1616,-35,0,0,X,0,0,0,0,0
2015,1,2,5,EV,4117,N16525,LCH,IAH,0839,0826,-13,9,0835,53,27,127,0902,21,0932,0923,-9,0,0,X,0,0,0,0,0
2015,1,1,4,UA,1410,N76523,LAS,IAH,0601,0601,0,13,0614,175,149,1222,1043,6,1056,1049,-7,0,0,X,0,0,0,0,0
2015,1,1,4,WN,1586,N446WN,RNO,LAS,1015,1010,-5,17,1027,70,56,345,1123,9,1125,1132,7,0,0,X,0,0,0,0,0
2015,1,2,5,F9,657,N932FR,DEN,SFO,0800,0808,8,12,0820,159,126,967,0926,8,0939,0934,-5,0,0,X,0,0,0,0,0
2015,1,1,4,US,548,N751UW,PHX,MKE,1940,1936,-4,23,1959,194,158,1460,2337,4,2354,2341,-13,0,0,X,0,0,0,0,0
2015,1,1,4,OO,5593,N762SK,LAX,MSP,1858,1917,19,14,1931,218,195,1535,0046,4,0036,0050,14,0,0,X,0,0,0,0,0
2015,1,1,4,WN,4278,N228WN,DEN,GEG,1155,1153,-2,14,1207,145,115,836,1302,3,1320,1305,-15,0,0,X,0,0,0,0,0
2015,1,1,4,B6,476,N597JB,MCO,PVD,2020,2013,-7,12,2025,152,134,1072,2239,4,2252,2243,-9,0,0,X,0,0,0,0,0
2015,1,1,4,EV,3255,N21130,EWR,CLE,1620,1630,10,13,1643,100,72,404,1755,6,1800,1801,1,0,0,X,0,0,0,0,0
2015,1,2,5,WN,4658,N657SW,SAT,ATL,0635,0634,-1,14,0648,135,107,874,0935,20,0950,0955,5,0,0,X,0,0,0,0,0
2015,1,1,4,WN,1680,N612SW,IND,TPA,1100,1100,0,9,1109,130,114,837,1303,4,1310,1307,-3,0,0,X,0,0,0,0,0
2015,1,2,5,WN,2325,N968WN,OKC,DEN,0610,0602,-8,22,0624,115,76,495,0640,8,0705,0648,-17,0,0,X,0,0,0,0,0
2015,1,1,4,WN,404,N448WN,MKE,PHX,1655,1648,-7,7,1655,235,218,1460,1933,5,1950,1938,-12,0,0,X,0,0,0,0,0
2015,1,2,5,US,691,N586UW,ORD,CLT,0905,0902,-3,16,0918,116,79,599,1137,13,1201,1150,-11,0,0,X,0,0,0,0,0
2015,1,1,4,DL,1683,N3764D,SLC,LAS,0932,0931,-1,23,0954,88,52,368,0946,6,1000,0952,-8,0,0,X,0,0,0,0,0
2015,1,1,4,DL,881,N946DL,DTW,DCA,2012,2007,-5,16,2023,93,54,405,2117,5,2145,2122,-23,0,0,X,0,0,0,0,0
2015,1,2,5,EV,5261,N860AS,DTW,SBN,1000,0957,-3,10,1007,69,30,157,1037,2,1109,1039,-30,0,0,X,0,0,0,0,0
2015,1,1,4,AA,86,N3GTAA,PDX,ORD,0705,0701,-4,15,0716,235,208,1739,1244,7,1300,1251,-9,0,0,X,0,0,0,0,0
2015,1,1,4,DL,1080,N952DN,STL,ATL,0705,0703,-2,12,0715,99,62,484,0917,6,0944,0923,-21,0,0,X,0,0,0,0,0
2015,1,1,4,WN,3849,N719SW,OAK,MCI,1045,1043,-2,12,1055,200,184,1489,1559,7,1605,1606,1,0,0,X,0,0,0,0,0
2015,1,1,4,AS,634,N409AS,SEA,PHX,0725,0725,0,23,0748,166,144,1107,1112,5,1111,1117,6,0,0,X,0,0,0,0,0
2015,1,1,4,AA,1502,N3FWAA,MIA,EWR,1825,2110,165,23,2133,177,141,1085,2354,8,2122,0002,160,0,0,X,0,0,160,0,0
2015,1,2,5,US,459,N583UW,PHX,DEN,0940,0935,-5,16,0951,110,88,602,1119,20,1130,1139,9,0,0,X,0,0,0,0,0
2015,1,1,4,F9,115,N211FR,MSP,DEN,1913,1939,26,13,1952,126,125,680,2057,10,2019,2107,48,0,0,X,34,0,0,14,0
2015,1,1,4,WN,3852,N551WN,ATL,LGA,0845,0840,-5,12,0852,130,100,762,1032,12,1055,1044,-11,0,0,X,0,0,0,0,0
2015,1,1,4,NK,223,N611NK,ORD,RSW,1721,1730,9,13,1743,171,143,1120,2106,5,2112,2111,-1,0,0,X,0,0,0,0,0
2015,1,2,5,UA,1652,N38268,PBI,EWR,1000,0957,-3,18,1015,169,142,1023,1237,5,1249,1242,-7,0,0,X,0,0,0,0,0
2015,1,2,5,AA,1537,N3FNAA,ORD,MCO,0720,0726,6,13,0739,150,143,1005,1102,4,1050,1106,16,0,0,X,10,0,6,0,0
2015,1,1,4,UA,1188,N28478,IAH,MCO,1350,1402,12,14,1416,137,104,854,1700,6,1707,1706,-1,0,0,X,0,0,0,0,0
2015,1,1,4,EV,5931,N13992,JAN,ORD,1436,1435,-1,8,1443,134,97,677,1620,10,1650,1630,-20,0,0,X,0,0,0,0,0
2015,1,1,4,B6,208,N348JB,JFK,PWM,1059,1056,-3,14,1110,69,50,273,1200,2,1208,1202,-6,0,0,X,0,0,0,0,0
2015,1,1,4,MQ,2833,N820MQ,DFW,GRK,1830,1904,34,29,1933,48,37,134,2010,4,1918,2014,56,0,0,X,22,0,0,30,4
2015,1,1,4,OO,5615,N237SW,SBA,SFO,1454,1448,-6,13,1501,85,73,262,1614,4,1619,1618,-1,0,0,X,0,0,0,0,0
2015,1,2,5,DL,2542,N323US,PHL,DTW,0940,0934,-6,13,0947,110,80,453,1107,4,1130,1111,-19,0,0,X,0,0,0,0,0
2015,1,1,4,WN,1815,N642WN,MCO,BNA,1520,1521,1,15,1536,115,101,616,1617,5,1615,1622,7,0,0,X,0,0,0,0,0
2015,1,1,4,OO,5574,N563SW,FAT,SFO,0600,0600,0,40,0640,74,37,158,0717,4,0714,0721,7,0,0,X,0,0,0,0,0
2015,1,1,4,B6,226,N648JB,TPA,JFK,0600,0553,-7,10,0603,151,130,1005,0813,13,0831,0826,-5,0,0,X,0,0,0,0,0
2015,1,1,4,B6,1039,N296JB,BOS,AUS,0700,0700,0,16,0716,295,269,1698,1045,4,1055,1049,-6,0,0,X,0,0,0,0,0
